id,age_group,occupation,income,preference,frequency,price_sensitivity,brand_preference,brand_loyalty,persona_description
329,35-44,White Collar,17834,Americano,High,Medium,Arabica,0.22,你是一名35-44岁的White Collar，生活在上海。月收入约17834元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对%ARABICA有一定偏好，品牌忠诚度约0.22。
330,35-44,Service/Blue,5610,Americano,Medium,High,Luckin,0.78,你是一名35-44岁的Service/Blue，生活在上海。月收入约5610元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.78。
331,65+,Retired,4166,Americano,Low,High,Manner,0.54,你是一名65+岁的Retired，生活在上海。月收入约4166元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.54。
332,55-64,Retired,5297,Tea,Low,High,Starbucks,0.4,你是一名55-64岁的Retired，生活在上海。月收入约5297元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.4。
333,45-54,Freelance,2971,Latte,Medium,High,Tims,0.64,你是一名45-54岁的Freelance，生活在上海。月收入约2971元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.64。
334,45-54,Service/Blue,6827,Latte,Medium,High,Tims,0.68,你是一名45-54岁的Service/Blue，生活在上海。月收入约6827元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.68。
335,18-24,Student,2710,Latte,Medium,High,Luckin,0.24,你是一名18-24岁的Student，生活在上海。月收入约2710元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.24。
336,25-34,White Collar,14206,Latte,High,Medium,Luckin,0.53,你是一名25-34岁的White Collar，生活在上海。月收入约14206元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.53。
337,25-34,Tech/Finance,20246,Americano,High,Medium,Nowwa,0.28,你是一名25-34岁的Tech/Finance，生活在上海。月收入约20246元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.28。
338,65+,Retired,4492,Americano,Low,High,Nowwa,0.63,你是一名65+岁的Retired，生活在上海。月收入约4492元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.63。
339,55-64,Retired,5667,Tea,Low,High,Manner,0.32,你是一名55-64岁的Retired，生活在上海。月收入约5667元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.32。
340,18-24,Student,2056,Specialty,Medium,High,Luckin,0.47,你是一名18-24岁的Student，生活在上海。月收入约2056元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.47。
341,25-34,Service/Blue,8783,Specialty,High,Medium,Luckin,0.21,你是一名25-34岁的Service/Blue，生活在上海。月收入约8783元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.21。
342,65+,Retired,7231,Americano,Low,High,Luckin,0.4,你是一名65+岁的Retired，生活在上海。月收入约7231元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.4。
343,55-64,Retired,7267,Tea,Low,High,Luckin,0.45,你是一名55-64岁的Retired，生活在上海。月收入约7267元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.45。
344,55-64,Service/Blue,8368,Tea,Medium,Medium,Luckin,0.56,你是一名55-64岁的Service/Blue，生活在上海。月收入约8368元。你对咖啡的需求频率是Medium。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.56。
345,25-34,White Collar,17674,Americano,High,Medium,Starbucks,0.4,你是一名25-34岁的White Collar，生活在上海。月收入约17674元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.4。
346,25-34,Freelance,7276,Latte,High,High,Starbucks,0.7,你是一名25-34岁的Freelance，生活在上海。月收入约7276元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.7。
347,45-54,Tech/Finance,17066,Americano,High,Medium,Luckin,0.66,你是一名45-54岁的Tech/Finance，生活在上海。月收入约17066元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.66。
348,65+,Retired,6180,Tea,Low,High,Tims,0.61,你是一名65+岁的Retired，生活在上海。月收入约6180元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.61。
349,45-54,White Collar,11859,Americano,High,Medium,Luckin,0.69,你是一名45-54岁的White Collar，生活在上海。月收入约11859元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.69。
350,65+,Retired,8198,Tea,Low,Medium,Luckin,0.42,你是一名65+岁的Retired，生活在上海。月收入约8198元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.42。
351,25-34,Freelance,3476,Latte,High,High,Starbucks,0.58,你是一名25-34岁的Freelance，生活在上海。月收入约3476元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.58。
352,65+,Retired,8477,Tea,Low,Medium,Luckin,0.72,你是一名65+岁的Retired，生活在上海。月收入约8477元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.72。
353,35-44,Service/Blue,5385,Latte,Medium,High,Starbucks,0.26,你是一名35-44岁的Service/Blue，生活在上海。月收入约5385元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.26。
354,45-54,Service/Blue,5698,Specialty,Medium,High,Yongbo,0.65,你是一名45-54岁的Service/Blue，生活在上海。月收入约5698元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对永璞咖啡有一定偏好，品牌忠诚度约0.65。
355,45-54,White Collar,22879,Americano,High,Medium,Luckin,0.42,你是一名45-54岁的White Collar，生活在上海。月收入约22879元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.42。
356,35-44,Service/Blue,8806,Latte,Medium,Medium,Nowwa,0.77,你是一名35-44岁的Service/Blue，生活在上海。月收入约8806元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.77。
357,35-44,Freelance,8107,Specialty,Medium,Medium,Luckin,0.41,你是一名35-44岁的Freelance，生活在上海。月收入约8107元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.41。
358,35-44,Tech/Finance,19091,Americano,High,Medium,Luckin,0.59,你是一名35-44岁的Tech/Finance，生活在上海。月收入约19091元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.59。
359,35-44,Freelance,2080,Americano,Medium,High,Luckin,0.47,你是一名35-44岁的Freelance，生活在上海。月收入约2080元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.47。
360,35-44,White Collar,18366,Latte,High,Medium,Luckin,0.63,你是一名35-44岁的White Collar，生活在上海。月收入约18366元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.63。
361,55-64,Retired,5094,Tea,Low,High,Luckin,0.25,你是一名55-64岁的Retired，生活在上海。月收入约5094元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.25。
362,35-44,Tech/Finance,26038,Latte,High,Low,Luckin,0.74,你是一名35-44岁的Tech/Finance，生活在上海。月收入约26038元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.74。
363,65+,Retired,5727,Tea,Low,High,Manner,0.26,你是一名65+岁的Retired，生活在上海。月收入约5727元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.26。
364,65+,Retired,5334,Tea,Low,High,Tims,0.62,你是一名65+岁的Retired，生活在上海。月收入约5334元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.62。
365,35-44,Service/Blue,5339,Latte,Medium,High,Nowwa,0.53,你是一名35-44岁的Service/Blue，生活在上海。月收入约5339元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.53。
366,35-44,White Collar,14407,Americano,High,Medium,Manner,0.46,你是一名35-44岁的White Collar，生活在上海。月收入约14407元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.46。
367,35-44,White Collar,18039,Americano,High,Medium,Manner,0.34,你是一名35-44岁的White Collar，生活在上海。月收入约18039元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.34。
368,18-24,Tech/Finance,23998,Latte,High,Medium,Tims,0.51,你是一名18-24岁的Tech/Finance，生活在上海。月收入约23998元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.51。
369,25-34,White Collar,13295,Americano,High,Medium,Starbucks,0.5,你是一名25-34岁的White Collar，生活在上海。月收入约13295元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.5。
370,35-44,Tech/Finance,28678,Latte,High,Low,Starbucks,0.32,你是一名35-44岁的Tech/Finance，生活在上海。月收入约28678元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对星巴克有一定偏好，品牌忠诚度约0.32。
371,18-24,Service/Blue,6854,Latte,Medium,High,MStand,0.27,你是一名18-24岁的Service/Blue，生活在上海。月收入约6854元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对M Stand有一定偏好，品牌忠诚度约0.27。
372,45-54,Service/Blue,6058,Latte,Medium,High,Manner,0.55,你是一名45-54岁的Service/Blue，生活在上海。月收入约6058元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.55。
373,25-34,Freelance,1500,Latte,High,High,MStand,0.8,你是一名25-34岁的Freelance，生活在上海。月收入约1500元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对M Stand有一定偏好，品牌忠诚度约0.8。
